,Area,2,3,4,5,6,7,8
0,1000,United States,122709,109843,13873254,6615609,113.06,1200
1,1000,China,81002,80145,744174,336683,9.19,316
2,1000,United Kingdom,28552,24931,2672486,483090,93.60,660
3,1000,India,25404,21753,216800,82945,8.53,165
4,1000,Germany,21356,20177,2085581,386891,97.66,586
5,1000,Japan,16593,16241,1432975,259137,86.36,513
6,1000,France,14602,13849,1350370,196808,92.48,491
7,1000,Canada,10537,9549,1114177,128360,105.74,478
8,1000,Australia,8876,7962,662749,93328,74.67,371
9,1000,Italy,8741,8310,689512,91281,78.88,389
10,1000,Russian Federation,8712,8624,220142,25062,25.27,206
11,1000,Malaysia,8013,7947,34140,11232,4.26,56
12,1000,Switzerland,7885,7390,839286,73950,106.44,423
13,1000,Iran,7729,7699,24073,6414,3.11,49
14,1000,South Korea,7364,7311,246237,25161,33.44,233
15,1000,Spain,6645,6326,455745,51262,68.58,313
16,1000,Netherlands,6455,5959,734247,70826,113.75,408
17,1000,Brazil,6423,6165,160394,33937,24.97,187
18,1000,Sweden,4909,4561,532049,47443,108.38,342
19,1000,Taiwan,3575,3476,102593,8221,28.70,152
20,1000,Israel,3377,3165,356858,28951,105.67,283
21,1000,Belgium,3071,2870,296001,20312,96.39,256
22,1000,Thailand,2985,2966,45881,3805,15.37,88
23,1000,Egypt,2977,2953,14083,2427,4.73,44
24,1000,Denmark,2829,2615,316088,23543,111.73,280
25,1000,Pakistan,2655,2629,17347,1910,6.53,38
26,1000,Austria,2610,2410,245198,15797,93.95,250
27,1000,Turkey,2431,2399,34994,3230,14.39,81
28,1000,Saudi Arabia,2270,2246,35509,2203,15.64,85
29,1000,Bulgaria,2187,2184,12879,2131,5.89,40
30,1000,Singapore,2133,2019,122400,7374,57.38,161
31,1000,Mexico,1967,1878,93622,7603,47.60,140
32,1000,Hong Kong,1966,1907,101365,5640,51.56,138
33,1000,Finland,1784,1699,195838,15490,109.77,215
34,1000,Poland,1697,1636,82535,5683,48.64,140
35,1000,New Zealand,1695,1522,110362,10781,65.11,166
36,1000,South Africa,1670,1494,89898,8879,53.83,155
37,1000,Nigeria,1565,1552,20665,1227,13.20,31
38,1000,Norway,1490,1322,153736,11850,103.18,193
39,1000,Hungary,1317,1269,72011,5044,54.68,134
40,1000,Portugal,1204,1146,73193,3652,60.79,138
41,1000,Czech Republic,1069,1023,56657,4682,53.00,125
42,1000,Argentina,1062,1011,70103,5262,66.01,123
43,1000,Ireland,1046,967,111607,5091,106.70,150
44,1000,Venezuela,984,904,18881,1569,19.19,49
45,1000,Greece,949,904,67832,3416,71.48,115
46,1000,Indonesia,886,864,18795,1771,21.21,66
47,1000,Romania,877,860,7334,854,8.36,40
48,1000,Chile,844,797,55481,4771,65.74,121
49,1000,Kazakhstan,771,768,1790,332,2.32,13
50,1000,Colombia,722,694,17864,964,24.74,62
51,1000,Sri Lanka,685,651,3923,562,5.73,28
52,1000,Bangladesh,602,597,7517,1146,12.49,38
53,1000,Jordan,537,529,3265,298,6.08,20
54,1000,Algeria,527,524,1828,364,3.47,15
55,1000,Slovakia,501,496,12435,968,24.82,49
56,1000,Georgia,484,478,5335,295,11.02,24
57,1000,Ukraine,483,472,8678,679,17.97,46
58,1000,Kenya,463,429,32147,1715,69.43,90
59,1000,Kuwait,437,426,2494,360,5.71,16
60,1000,Iraq,425,422,1350,224,3.18,16
61,1000,Slovenia,362,349,12479,1022,34.47,60
62,1000,Latvia,353,353,4282,172,12.13,16
63,1000,Serbia,322,320,3714,339,11.53,18
64,1000,Tunisia,282,276,2279,331,8.08,17
65,1000,Croatia,268,253,17429,645,65.03,66
66,1000,United Arab Emirates,265,251,7656,224,28.89,36
67,1000,Panama,264,216,29675,1982,112.41,90
68,1000,Puerto Rico,259,240,15419,495,59.53,54
69,1000,Viet Nam,243,236,16091,588,66.22,42
70,1000,Estonia,230,220,23415,1006,101.80,71
71,1000,Morocco,227,226,4442,309,19.57,28
72,1000,Ethiopia,211,201,5989,498,28.38,37
73,1000,Philippines,196,180,20271,837,103.42,49
74,1000,Iceland,186,175,37325,1383,200.67,86
75,1000,Peru,160,147,12279,540,76.74,51
76,1000,Sudan,159,155,1539,95,9.68,11
77,1000,Tanzania,154,139,9862,454,64.04,45
78,1000,Ghana,149,140,5331,159,35.78,26
79,1000,Uruguay,139,127,8932,407,64.26,42
80,1000,Cameroon,137,129,5598,442,40.86,32
81,1000,Cuba,137,131,3181,138,23.22,17
82,1000,Oman,134,127,1993,112,14.87,17
83,1000,Qatar,125,120,3202,153,25.62,22
84,1000,Macao,123,122,2747,47,22.33,19
85,1000,Lithuania,121,120,7306,221,60.38,29
86,1000,Costa Rica,115,102,15034,359,130.73,39
87,1000,C?te d¡¯Ivoire,110,107,1528,114,13.89,16
88,1000,Cyprus,109,105,2977,110,27.31,19
89,1000,Uganda,102,93,5210,142,51.08,26
90,1000,Ecuador,99,81,6893,260,69.63,29
91,1000,Armenia,96,96,5083,227,52.95,25
92,1000,Libya,93,92,742,35,7.98,9
93,1000,Lebanon,93,88,3935,35,42.31,21
94,1000,Palestine,91,89,1118,74,12.29,10
95,1000,Nepal,86,72,2905,162,33.78,16
96,1000,Luxembourg,85,79,4783,158,56.27,22
97,1000,Belarus,84,83,1091,70,12.99,12
98,1000,Azerbaijan,84,84,150,22,1.79,5
99,1000,Syrian Arab Republic,69,68,1795,22,26.01,9
100,1000,Trinidad and Tobago,66,60,1975,72,29.92,9
101,1000,Yemen,64,64,165,18,2.58,7
102,1000,Zimbabwe,61,57,2626,159,43.05,15
103,1000,Brunei Darussalam,56,56,577,40,10.30,8
104,1000,Jamaica,53,49,2696,55,50.87,13
105,1000,Burkina Faso,53,50,2194,198,41.40,21
106,1000,Bolivia,52,48,4218,128,81.12,26
107,1000,Senegal,49,47,2581,70,52.67,18
108,1000,Madagascar,49,46,3561,376,72.67,24
109,1000,Congo,48,43,2999,96,62.48,24
110,1000,Macedonia,47,47,1774,20,37.74,9
111,1000,Malawi,46,44,3807,124,82.76,21
112,1000,Namibia,45,39,3135,126,69.67,22
113,1000,Papua New Guinea,43,41,3312,145,77.02,23
114,1000,Botswana,42,39,1625,31,38.69,8
115,1000,Mali,42,39,3816,176,90.86,28
116,1000,Mongolia,42,38,758,39,18.05,14
117,1000,Benin,41,40,376,28,9.17,8
118,1000,Fiji,41,40,1041,55,25.39,10
119,1000,Gabon,40,36,3971,256,99.28,23
120,1000,New Caledonia,39,35,2710,143,69.49,20
121,1000,Uzbekistan,37,37,1726,20,46.65,7
122,1000,Bahrain,36,34,165,8,4.58,4
123,1000,Cambodia,35,34,2285,183,65.29,19
124,1000,Tajikistan,35,35,314,16,8.97,3
125,1000,Zambia,28,27,1138,73,40.64,13
126,1000,Bosnia and Herzegovina,27,26,356,14,13.19,6
127,1000,Gambia,27,26,3584,80,132.74,19
128,1000,Guam,25,23,588,11,23.52,10
129,1000,Eritrea,25,24,843,27,33.72,5
130,1000,Federated States of Micronesia,24,24,80,34,3.33,4
131,1000,Guatemala,24,20,1752,22,73.00,13
132,1000,Laos,23,16,1036,29,45.04,8
133,1000,French Polynesia,23,21,812,80,35.30,13
134,1000,Moldova,22,21,547,58,24.86,9
135,1000,Mauritius,22,14,721,30,32.77,8
136,1000,Bermuda,22,19,4669,138,212.23,15
137,1000,Albania,21,19,238,0,11.33,4
138,1000,Monaco,21,18,743,51,35.38,12
139,1000,Myanmar,20,20,594,85,29.70,10
140,1000,Niger,19,17,596,27,31.37,9
141,1000,Malta,19,17,601,10,31.63,8
142,1000,North Korea,16,16,22,3,1.38,3
143,1000,Togo,16,16,20,4,1.25,3
144,1000,Barbados,16,14,1151,11,71.94,7
145,1000,Chad,15,13,1203,104,80.20,11
146,1000,Nicaragua,15,8,237,8,15.80,5
147,1000,Greenland,15,15,1780,47,118.67,11
148,1000,Rwanda,15,13,148,12,9.87,6
149,1000,Mozambique,14,14,171,11,12.21,7
150,1000,Kyrgyzstan,14,13,686,51,49.00,5
151,1000,Sierra Leone,13,13,1305,35,100.38,6
152,1000,American Samoa,12,11,692,4,57.67,7
153,1000,Paraguay,12,12,1112,10,92.67,4
154,1000,Virgin Islands (U.S.),12,11,253,4,21.08,6
155,1000,Guinea,11,11,799,21,72.64,8
156,1000,French Guiana,11,11,1279,36,116.27,9
157,1000,Netherlands Antilles,10,10,95,8,9.50,6
158,1000,Guyana,10,9,163,3,16.30,4
159,1000,Dominican Republic,10,9,99,3,9.90,2
160,1000,Seychelles,9,8,1313,13,145.89,6
161,1000,Bhutan,8,8,10,3,1.25,2
162,1000,Belize,8,8,260,1,32.50,4
163,1000,Central African Republic,8,7,346,8,43.25,6
164,1000,Palau,8,7,124,6,15.50,4
165,1000,Liberia,7,5,95,6,13.57,2
166,1000,Swaziland,7,7,30,2,4.29,3
167,1000,Bahamas,7,7,156,9,22.29,5
168,1000,Faroe Islands,7,6,701,41,100.14,6
169,1000,Ha?ti,6,4,478,0,79.67,4
170,1000,Democratic Republic Congo,6,6,68,3,11.33,4
171,1000,Burundi,6,5,14,0,2.33,2
172,1000,Vanuatu,6,6,193,9,32.17,4
173,1000,Gibraltar,6,5,410,39,68.33,4
174,1000,Angola,5,5,108,3,21.60,3
175,1000,Honduras,5,5,854,3,170.80,3
176,1000,Montenegro,5,5,12,0,2.40,2
177,1000,Samoa,5,5,94,5,18.80,4
178,1000,Afghanistan,5,4,2,0,0.40,1
179,1000,Solomon Islands,5,4,42,10,8.40,3
180,1000,Northern Mariana Islands,4,4,30,0,7.50,4
181,1000,Antigua and Barbuda,4,0,0,0,0.00,0
182,1000,Guadeloupe,4,4,243,1,60.75,2
183,1000,Dominica,3,2,1,0,0.33,1
184,1000,Grenada,3,3,124,0,41.33,3
185,1000,Suriname,3,3,288,1,96.00,3
186,1000,Liechtenstein,3,3,20,2,6.67,2
187,1000,Maldives,3,3,259,7,86.33,2
188,1000,El Salvador,3,2,12,0,4.00,2
189,1000,Mauritania,3,2,48,3,16.00,1
190,1000,Anguilla,3,3,2,0,0.67,1
191,1000,Saint Kitts and Nevis,3,2,29,1,9.67,2
192,1000,Lesotho,3,3,65,0,21.67,2
193,1000,Cape Verde,2,2,198,8,99.00,1
194,1000,Guinea-Bissau,2,2,1,0,0.50,1
195,1000,Virgin Islands (British),2,2,291,2,145.50,2
196,1000,Cayman Islands,2,2,10,0,5.00,2
197,1000,Falkland Islands (Malvinas),2,2,22,0,11.00,1
198,1000,Tonga,2,2,71,2,35.50,2
199,1000,Comoros,2,2,4,0,2.00,1
200,1000,Montserrat,2,2,23,2,11.50,1
201,1000,Equatorial Guinea,2,2,106,0,53.00,2
202,1000,Turkmenistan,1,1,294,0,294.00,1
203,1000,Aruba,1,1,11,2,11.00,1
204,1000,Tokelau,1,1,45,0,45.00,1
205,1000,British Indian Ocean Territory,1,1,1,0,1.00,1
206,1000,Martinique,1,1,2,0,2.00,1
207,1000,Somalia,1,1,0,0,0.00,0
208,1000,Saint Helena,1,1,0,0,0.00,0
209,1000,Vatican City State,1,0,0,0,0.00,0
210,1000,Timor-Leste,1,1,1,1,1.00,1
211,1000,San Marino,1,1,23,4,23.00,1
212,1000,Cook Islands,1,1,72,0,72.00,1
213,1000,Kiribati,1,1,0,0,0.00,0
0,1100,United States,716004,697070,17438380,8170312,24.36,639
1,1100,China,269534,266123,2429152,1291830,9.01,230
2,1100,United Kingdom,199542,192535,5353915,1250881,26.83,440
3,1100,Germany,173951,170203,3859065,969056,22.18,375
4,1100,Japan,143804,141732,2294153,602751,15.95,278
5,1100,Canada,137596,134598,3129904,734646,22.75,347
6,1100,France,135643,132916,3172612,751677,23.39,346
7,1100,Brazil,133999,131627,1226705,607002,9.15,200
8,1100,Australia,127464,124405,2692305,789217,21.12,341
9,1100,India,121731,119787,963704,358635,7.92,196
10,1100,Spain,119283,117285,2320903,671730,19.46,288
11,1100,Italy,98428,96003,1628547,429908,16.55,252
12,1100,Netherlands,63531,62152,1672385,278173,26.32,306
13,1100,South Korea,50581,49706,589161,138068,11.65,181
14,1100,Sweden,48182,47302,1210270,200321,25.12,271
15,1100,Russian Federation,45943,45204,352432,89210,7.67,154
16,1100,Poland,44479,43859,416618,122559,9.37,144
17,1100,Switzerland,43713,42579,1196369,175597,27.37,280
18,1100,Mexico,41812,41152,517185,131544,12.37,167
19,1100,Belgium,39703,38938,873861,145862,22.01,231
20,1100,Turkey,39553,39098,380522,106890,9.62,145
21,1100,South Africa,37945,37018,557147,157521,14.68,188
22,1100,New Zealand,37227,36342,789047,158184,21.20,224
23,1100,Argentina,36870,36262,491064,141887,13.32,164
24,1100,Iran,35323,34911,222037,74749,6.29,102
25,1100,Denmark,35315,34709,871229,138726,24.67,232
26,1100,Norway,31010,30393,678096,146761,21.87,203
27,1100,Czech Republic,30563,30016,340656,91630,11.15,141
28,1100,Finland,29974,29363,666562,140848,22.24,214
29,1100,Taiwan,26603,26238,378959,73968,14.24,152
30,1100,Portugal,25862,25379,441660,97620,17.08,163
31,1100,Austria,24589,24070,515488,73081,20.96,202
32,1100,Israel,22146,21666,517260,77055,23.36,204
33,1100,Malaysia,19000,18771,172738,42598,9.09,116
34,1100,Thailand,18669,18464,218355,44289,11.70,125
35,1100,Greece,18474,18170,323565,56064,17.51,154
36,1100,Pakistan,18337,18194,130956,42204,7.14,92
37,1100,Chile,18038,17699,228598,59629,12.67,126
38,1100,Hungary,16498,16133,205098,36986,12.43,142
39,1100,Nigeria,15470,15380,100973,23599,6.53,79
40,1100,Ireland,14800,14509,318409,49246,21.51,164
41,1100,Egypt,14742,14574,134604,22123,9.13,98
42,1100,Colombia,11345,11047,104333,18217,9.20,107
43,1100,Slovakia,9486,9377,79568,16341,8.39,89
44,1100,Saudi Arabia,9458,9294,84421,13723,8.93,76
45,1100,Croatia,8986,8847,71359,16782,7.94,79
46,1100,Kenya,8984,8820,142130,25266,15.82,115
47,1100,Indonesia,8800,8671,92652,13361,10.53,98
48,1100,Singapore,7735,7579,150847,16702,19.50,132
49,1100,Tunisia,7171,7079,77106,17722,10.75,86
50,1100,Hong Kong,7141,6999,155261,18915,21.74,132
51,1100,Serbia,6978,6837,35846,10305,5.14,55
52,1100,Philippines,6580,6474,124809,17495,18.97,129
53,1100,Romania,6276,6196,36817,7048,5.87,67
54,1100,Bangladesh,6149,6054,47541,10873,7.73,70
55,1100,Slovenia,6043,5952,79964,13143,13.23,90
56,1100,Venezuela,5988,5912,61470,7796,10.27,92
57,1100,Bulgaria,5747,5667,55014,7059,9.57,80
58,1100,Ukraine,5336,5282,35447,4915,6.64,68
59,1100,Viet Nam,5144,5065,52140,7677,10.14,77
60,1100,Estonia,4885,4789,95654,17908,19.58,114
61,1100,Ethiopia,4780,4736,45706,11438,9.56,67
62,1100,Cuba,4139,4069,30996,5166,7.49,70
63,1100,Costa Rica,4065,3986,56412,7324,13.88,91
64,1100,Morocco,3767,3717,49629,6841,13.17,74
65,1100,Lithuania,3694,3627,30072,5668,8.14,68
66,1100,Peru,3637,3544,51022,6865,14.03,88
67,1100,Uruguay,3588,3527,51331,8470,14.31,79
68,1100,Tanzania,3427,3365,45013,6895,13.13,75
69,1100,Algeria,3422,3375,24218,4710,7.08,53
70,1100,Panama,3228,3143,96229,10823,29.81,128
71,1100,Cameroon,3174,3137,36132,6639,11.38,67
72,1100,Jordan,3062,3024,27944,3303,9.13,60
73,1100,Uganda,2958,2906,39039,6755,13.20,70
74,1100,Ghana,2925,2885,26156,3160,8.94,61
75,1100,Ecuador,2815,2737,36422,4525,12.94,76
76,1100,Iceland,2474,2436,54424,7146,22.00,90
77,1100,Sri Lanka,2455,2406,32433,2934,13.21,69
78,1100,Latvia,2418,2401,14474,2443,5.99,51
79,1100,Puerto Rico,2390,2352,49812,3328,20.84,97
80,1100,Zimbabwe,2169,2140,32661,4596,15.06,70
81,1100,Syrian Arab Republic,1836,1806,27743,3054,15.11,71
82,1100,United Arab Emirates,1814,1776,18876,2224,10.41,52
83,1100,Senegal,1810,1787,24388,3482,13.47,58
84,1100,Benin,1777,1747,19138,3946,10.77,52
85,1100,Uzbekistan,1667,1603,9549,1041,5.73,40
86,1100,Sudan,1652,1642,13236,1464,8.01,44
87,1100,Nepal,1554,1527,17835,2484,11.48,56
88,1100,Madagascar,1522,1491,18847,3609,12.38,56
89,1100,Oman,1485,1456,18282,2397,12.31,57
90,1100,Bolivia,1445,1417,26891,2732,18.61,73
91,1100,Burkina Faso,1420,1399,19831,3308,13.97,57
92,1100,C?te d¡¯Ivoire,1413,1398,18223,1724,12.90,59
93,1100,Iraq,1268,1261,5230,651,4.12,26
94,1100,New Caledonia,1217,1188,21835,3336,17.94,61
95,1100,Lebanon,1215,1190,13303,1664,10.95,45
96,1100,Luxembourg,1140,1108,18536,1650,16.26,61
97,1100,Belarus,1089,1067,9029,735,8.29,44
98,1100,Kazakhstan,1054,1026,6312,603,5.99,37
99,1100,Botswana,1024,1011,12557,1471,12.26,51
100,1100,Malawi,1008,993,13160,1843,13.06,47
101,1100,Trinidad and Tobago,981,960,10214,901,10.41,44
102,1100,Kuwait,941,937,9302,1263,9.89,39
103,1100,Cyprus,933,912,10125,875,10.85,46
104,1100,Namibia,916,901,11916,1583,13.01,49
105,1100,Zambia,874,866,13536,1352,15.49,54
106,1100,Congo,842,832,10981,1353,13.04,50
107,1100,Mali,814,797,10722,1294,13.17,44
108,1100,Georgia,814,791,9339,767,11.47,40
109,1100,Macedonia,778,768,5434,745,6.98,31
110,1100,French Polynesia,722,706,13604,1580,18.84,55
111,1100,Bosnia and Herzegovina,703,677,4136,396,5.88,28
112,1100,Cambodia,689,678,7417,824,10.76,38
113,1100,Mongolia,677,662,7509,1104,11.09,36
114,1100,Papua New Guinea,676,665,8694,890,12.86,42
115,1100,Mozambique,657,646,7246,864,11.03,39
116,1100,Laos,649,642,7632,897,11.76,39
117,1100,Niger,649,646,9626,911,14.83,44
118,1100,Qatar,639,636,5591,616,8.75,35
119,1100,Gabon,581,565,9730,1091,16.75,48
120,1100,Jamaica,531,516,7881,579,14.84,36
121,1100,Greenland,525,514,8718,1410,16.61,41
122,1100,Mauritius,492,482,6211,613,12.62,37
123,1100,Fiji,480,471,6616,497,13.78,40
124,1100,Guatemala,464,455,5016,408,10.81,30
125,1100,Albania,450,445,3557,276,7.90,28
126,1100,Azerbaijan,431,419,2968,191,6.89,23
127,1100,Montenegro,431,405,1570,406,3.64,15
128,1100,Rwanda,430,424,3907,434,9.09,31
129,1100,Guadeloupe,430,420,5647,481,13.13,35
130,1100,Myanmar,407,396,3607,400,8.86,29
131,1100,Armenia,402,400,4753,265,11.82,27
132,1100,Libya,392,385,3721,162,9.49,28
133,1100,Malta,379,366,6134,360,16.18,35
134,1100,Monaco,365,357,11691,1665,32.03,55
135,1100,French Guiana,349,336,7048,475,20.19,43
136,1100,Nicaragua,347,340,5019,258,14.46,33
137,1100,Togo,346,343,3696,299,10.68,30
138,1100,Honduras,343,333,3803,182,11.09,31
139,1100,Brunei Darussalam,336,324,4561,464,13.57,36
140,1100,Falkland Islands (Malvinas),334,323,4636,764,13.88,34
141,1100,Moldova,331,328,2033,212,6.14,21
142,1100,Yemen,324,321,5026,218,15.51,33
143,1100,Guam,319,316,6962,288,21.82,44
144,1100,Palestine,317,313,2833,180,8.94,28
145,1100,Bermuda,309,300,9838,701,31.84,54
146,1100,Paraguay,302,295,2911,145,9.64,28
147,1100,Gambia,291,288,5852,487,20.11,41
148,1100,Seychelles,282,272,4346,439,15.41,35
149,1100,Swaziland,274,271,2489,254,9.08,26
150,1100,Dominican Republic,240,230,2351,169,9.80,25
151,1100,Bahrain,210,205,1982,139,9.44,22
152,1100,Barbados,208,202,4278,214,20.57,33
153,1100,Bhutan,200,199,1977,220,9.89,24
154,1100,Kyrgyzstan,185,183,1780,146,9.62,23
155,1100,Reunion,172,165,2683,77,15.60,27
156,1100,El Salvador,171,169,2146,72,12.55,23
157,1100,Macao,170,166,1196,87,7.04,17
158,1100,Guinea,170,163,1907,91,11.22,23
159,1100,Faroe Islands,169,168,3203,364,18.95,28
160,1100,Belize,162,158,3162,153,19.52,32
161,1100,Bahamas,157,152,2642,287,16.83,28
162,1100,Guyana,152,150,2440,59,16.05,25
163,1100,Angola,150,144,1861,145,12.41,23
164,1100,Martinique,148,145,1542,83,10.42,20
165,1100,Mauritania,145,142,2312,134,15.94,26
166,1100,Burundi,141,138,1125,86,7.98,18
167,1100,Sierra Leone,140,138,1106,41,7.90,18
168,1100,Eritrea,134,134,1619,138,12.08,22
169,1100,Vanuatu,133,131,1570,271,11.80,21
170,1100,Solomon Islands,130,129,1945,117,14.96,26
171,1100,Democratic Republic Congo,128,123,1813,43,14.16,21
172,1100,Central African Republic,123,123,2342,134,19.04,28
173,1100,Tajikistan,119,118,1120,48,9.41,17
174,1100,Samoa,112,112,1221,81,10.90,21
175,1100,Virgin Islands (U.S.),107,105,2538,61,23.72,27
176,1100,Chad,101,99,1349,147,13.36,20
177,1100,Saint Kitts and Nevis,99,98,629,49,6.35,11
178,1100,Netherlands Antilles,97,96,2837,90,29.25,30
179,1100,Palau,89,87,1930,119,21.69,25
180,1100,Afghanistan,88,86,495,39,5.63,12
181,1100,Lesotho,85,84,841,41,9.89,13
182,1100,Cape Verde,85,84,750,68,8.82,13
183,1100,Suriname,80,80,964,58,12.05,16
184,1100,Ha?ti,75,74,695,39,9.27,15
185,1100,Grenada,74,70,911,47,12.31,17
186,1100,Maldives,70,69,1122,95,16.03,17
187,1100,American Samoa,69,66,1099,48,15.93,19
188,1100,Federated States of Micronesia,68,67,887,61,13.04,16
189,1100,North Korea,67,65,917,8,13.69,16
190,1100,Cayman Islands,63,61,826,38,13.11,16
191,1100,Guinea-Bissau,59,58,671,112,11.37,17
192,1100,Equatorial Guinea,57,57,538,64,9.44,13
193,1100,Turks and Caicos Islands,49,48,561,33,11.45,15
194,1100,Dominica,45,45,533,12,11.84,11
195,1100,Turkmenistan,45,44,755,9,16.78,13
196,1100,Liberia,42,42,329,25,7.83,11
197,1100,Timor-Leste,40,40,305,39,7.63,10
198,1100,Cook Islands,40,40,478,64,11.95,12
199,1100,Gibraltar,39,37,878,97,22.51,17
200,1100,Saint Lucia,31,31,555,7,17.90,11
201,1100,Liechtenstein,31,28,484,13,15.61,12
202,1100,Northern Mariana Islands,31,31,196,12,6.32,9
203,1100,Virgin Islands (British),31,31,705,6,22.74,13
204,1100,Comoros,29,28,312,16,10.76,9
205,1100,Mayotte,28,27,252,9,9.00,9
206,1100,Andorra,26,25,207,6,7.96,6
207,1100,Djibouti,23,23,228,11,9.91,9
208,1100,Tonga,23,23,193,8,8.39,8
209,1100,Montserrat,20,20,263,26,13.15,8
210,1100,Saint Vincent and the Grenadines,19,19,432,2,22.74,10
211,1100,Sao Tome and Principe,16,14,348,14,21.75,9
212,1100,Marshall Islands,16,15,131,6,8.19,7
213,1100,San Marino,16,16,197,16,12.31,6
214,1100,Somalia,14,14,116,0,8.29,5
215,1100,Antigua and Barbuda,11,11,201,1,18.27,7
216,1100,Saint Helena,10,10,54,0,5.40,4
217,1100,Kiribati,10,10,115,0,11.50,5
218,1100,Aruba,8,7,89,0,11.13,5
219,1100,Svalbard and Jan Mayen,7,5,178,0,25.43,3
220,1100,Anguilla,7,7,60,3,8.57,3
221,1100,British Indian Ocean Territory,6,6,216,0,36.00,5
222,1100,Tuvalu,6,6,8,2,1.33,2
223,1100,Wallis and Futuna,4,4,11,2,2.75,2
224,1100,Norfolk Island,3,3,26,0,8.67,2
225,1100,Bouvet Island,3,3,3,0,1.00,1
226,1100,Saint Pierre and Miquelon,2,1,0,0,0.00,0
227,1100,French Southern Territories,2,2,30,0,15.00,2
228,1100,South Georgia and the South Sandwich Islands,2,2,35,0,17.50,2
229,1100,Christmas Island,2,2,28,0,14.00,2
230,1100,Nauru,2,2,0,0,0.00,0
231,1100,Cocos (Keeling) Islands,1,1,2,0,2.00,1
0,1200,United States,436624,402928,12758864,6400271,29.22,1007
1,1200,United Kingdom,159956,146956,3190676,844746,19.95,519
2,1200,Germany,62925,59659,1544631,339160,24.55,438
3,1200,France,60236,57370,995119,187563,16.52,364
4,1200,Canada,59996,56184,1419373,234024,23.66,395
5,1200,Australia,45957,43149,810352,165754,17.63,295
6,1200,Spain,41217,39647,410324,86408,9.96,220
7,1200,Italy,37664,35578,658534,134770,17.48,282
8,1200,Netherlands,34781,32772,894146,143441,25.71,329
9,1200,China,24708,23905,301134,112567,12.19,220
10,1200,Japan,19404,18484,604390,116137,31.15,319
11,1200,Belgium,17948,17125,270193,38514,15.05,187
12,1200,Israel,16257,15600,329531,45278,20.27,221
13,1200,Sweden,15510,14778,416885,57446,26.88,245
14,1200,Switzerland,14893,13973,479683,52336,32.21,298
15,1200,South Africa,14365,13749,112908,29312,7.86,136
16,1200,Brazil,12642,11994,126913,24467,10.04,151
17,1200,Russian Federation,10587,10406,119683,18099,11.30,131
18,1200,Denmark,9968,9442,230391,28992,23.11,200
19,1200,Norway,9245,8801,172441,28023,18.65,165
20,1200,Finland,9182,8805,207015,28820,22.55,182
21,1200,India,9076,8405,79207,16625,8.73,112
22,1200,New Zealand,9076,8400,163912,20391,18.06,156
23,1200,Poland,8822,8574,63099,9318,7.15,104
24,1200,South Korea,8505,8144,137092,17216,16.12,157
25,1200,Austria,7911,7443,182143,16297,23.02,194
26,1200,Turkey,7881,7612,63198,9903,8.02,101
27,1200,Taiwan,7329,7083,107726,17353,14.70,134
28,1200,Ireland,7043,6494,93511,9267,13.28,124
29,1200,Czech Republic,7027,6752,38746,7859,5.51,82
30,1200,Hong Kong,6980,6670,113752,14513,16.30,130
31,1200,Croatia,6573,6464,23770,6953,3.62,47
32,1200,Romania,5818,5725,9430,2502,1.62,41
33,1200,Chile,5683,5342,33617,5366,5.92,80
34,1200,Malaysia,5631,5532,15784,4147,2.80,46
35,1200,Argentina,5491,5270,56548,7676,10.30,105
36,1200,Greece,5463,5211,81496,8035,14.92,102
37,1200,Hungary,5410,5238,50617,5539,9.36,100
38,1200,Portugal,5307,5079,65872,7349,12.41,106
39,1200,Mexico,5181,4935,70584,6467,13.62,108
40,1200,Iran,4526,4427,15350,4039,3.39,46
41,1200,Singapore,4485,4198,87582,7962,19.53,123
42,1200,Slovenia,3876,3659,13250,2839,3.42,47
43,1200,Slovakia,3050,2963,10327,2565,3.39,41
44,1200,Colombia,2966,2776,19054,1467,6.42,64
45,1200,Nigeria,2284,2240,6776,1098,2.97,34
46,1200,Estonia,2072,2008,15055,2742,7.27,52
47,1200,Lithuania,1831,1802,4762,1053,2.60,28
48,1200,Thailand,1439,1389,18731,1801,13.02,65
49,1200,Serbia,1284,1259,5460,831,4.25,38
50,1200,Egypt,1262,1225,9078,880,7.19,42
51,1200,Indonesia,1217,1196,10038,1297,8.25,49
52,1200,Saudi Arabia,1157,1111,18392,1072,15.90,57
53,1200,Philippines,954,858,10231,587,10.72,37
54,1200,Cyprus,922,886,8079,985,8.76,39
55,1200,United Arab Emirates,914,865,9427,525,10.31,41
56,1200,Venezuela,874,825,10000,738,11.44,42
57,1200,Pakistan,844,810,6276,702,7.44,35
58,1200,Iceland,832,809,23705,2327,28.49,73
59,1200,Bulgaria,815,789,9193,712,11.28,44
60,1200,Jordan,765,752,3030,349,3.96,24
61,1200,Kenya,727,695,19354,1423,26.62,63
62,1200,Ukraine,723,713,5152,401,7.13,31
63,1200,Lebanon,654,624,9766,469,14.93,44
64,1200,Albania,593,590,711,52,1.20,11
65,1200,Tunisia,556,534,4481,464,8.06,32
66,1200,Kazakhstan,556,552,940,171,1.69,14
67,1200,Peru,554,530,10936,853,19.74,45
68,1200,Bangladesh,487,481,4686,778,9.62,34
69,1200,Morocco,478,457,4368,435,9.14,32
70,1200,Viet Nam,453,435,7101,659,15.68,38
